type|title|director|cast|country|date_added|release_year|rating|duration|listed_in
TV Show|Raja Rasoi Aur Anya Kahaniyan|||India|5/7/2018|2014|TV-G|1 Season|Docuseries, International TV Shows
TV Show|Stories by Rabindranath Tagore|Anurag Basu||India|5/7/2018|2015|TV-14|1 Season|International TV Shows, TV Dramas
Movie|Cristina|Michèle Ohayon||United States|4/7/2019|2016|NR|40 min|Documentaries
Movie|Skiptrace|Renny Harlin|Jackie Chan, Johnny Knoxville, Fan Bingbing, Eric Tsang, Eve Torres, Winston Chao|China, Hong Kong, United States|4/7/2019|2016|PG-13|107 min|Action & Adventure, Comedies
Movie|Sommore: Chandelier Status|Kevin Layne|Sommore|United States|4/7/2018|2013|NR|77 min|Stand-Up Comedy
Movie|Vegas Baby|Amanda Micheli||United States|4/7/2017|2016|TV-14|78 min|Documentaries
TV Show|Bangkok Love Stories: Innocence||Nida Patcharaveerapong, Nicole Theriault, Nattapol Diloknawarit, Tosatid Darnkhuntod, Narupornkamol Chaisang, Pavadee Komchokpaisan, Kawin Manonukul, Ponlawit Ketprapakorn, Rudklao Amratisha, Paramej Noiam, Tachakorn Boonlupyanun, Teera Pratumtree, Nawarat Techarathanaprasert, Naphon Phromsuwan||31/7/2019|2018|TV-14|1 Season|International TV Shows, Romantic TV Shows, TV Dramas
Movie|Ramen Shop|Eric Khoo|Takumi Saitoh, Seiko Matsuda, Mark Lee, Jeanette Aw, Tsuyoshi Ihara, Tetsuya Bessho, Beatrice Chien|Singapore, Japan, France|31/7/2019|2018|TV-PG|90 min|Dramas, International Movies
Movie|The Red Sea Diving Resort|Gideon Raff|Chris Evans, Michael Kenneth Williams, Haley Bennett, Alessandro Nivola, Michiel Huisman, Alex Hassell, Mark Ivanir, Chris Chalk, Greg Kinnear, Ben Kingsley|Canada, United States|31/7/2019|2019|TV-MA|130 min|Dramas, Thrillers
Movie|Flying Guillotine 2|Kang Cheng, Shan Hua|Feng Ku, Chung Wang, Szu Shih, Lung Ti, Lo Lieh, Szu-Chia Chen|Hong Kong|31/7/2018|1978|TV-MA|88 min|Action & Adventure, International Movies
TV Show|Reality of Dream||Sean Jindachot, Jintanutda Lummakanon, Charebelle Lanlalin, Aon Korakot Tunkaew, Attaporn Teemakorn, Rath Rattasin Nalintanapat, Ak Akarat, Geng Wayo Assawarungruang, Pemy Peramin Thabkaew||31/7/2018|2015|TV-14|1 Season|International TV Shows, Romantic TV Shows, TV Dramas
Movie|The Five Venoms|Cheh Chang|Philip Kwok, Chien Sun, Sheng Chiang, Feng Lu, Meng Lo, Pai Wei, Lung Wei Wang, Feng Ku, Shu Pei Sun, Sun Chien|Hong Kong|31/7/2018|1978|R|97 min|Action & Adventure, Cult Movies, International Movies
TV Show|Wet Hot American Summer||Elizabeth Banks, Lake Bell, H. Jon Benjamin, Michael Ian Black, Michael Cera, Josh Charles, Bradley Cooper, Judah Friedlander, Janeane Garofalo, Jon Hamm, Nina Hellman, Joe Lo Truglio, Ken Marino, Christopher Meloni, A.D. Miles, Marguerite Moreau, Zak Orth, Jordan Peele, David Hyde Pierce, Chris Pine, Amy Poehler, Paul Rudd, Marisa Ryan, Jason Schwartzman, Molly Shannon, Michael Showalter, John Slattery, Kevin Sussman, David Wain, Kristen Wiig|United States|31/7/2015|2015|TV-MA|1 Season|TV Comedies
TV Show|7 (Seven)|Nizar Shafi|Rahman, Havish, Regina Cassandra, Nandita Swetha, Anisha Ambrose, Tridha Choudhury, Pujitha Ponnada, Aditi Arya|India|30/7/2019|2019|TV-14|1 Season|TV Shows
Movie|All Good Ones Get Away|Víctor García|Claire Forlani, Jake Abel, Titus Welliver, Melina Matthews||30/7/2019|2019|TV-MA|83 min|International Movies, Thrillers
Movie|American Hangman|Wilson Coneybeare|Donald Sutherland, Vincent Kartheiser, Oliver Dennis, Paul Braunstein, Paul Amato, Matt Baram, Dan Beirne, Joanne Boland, Jamie Jacqueline Burns, Alexander Crowther|Canada|30/7/2019|2019|TV-MA|99 min|Thrillers
Movie|Whitney Cummings: Can I Touch It?|Marcus Raboy|Whitney Cummings||30/7/2019|2019|TV-MA|59 min|Stand-Up Comedy
Movie|Holy Man 2|Note Chern-Yim|Apisit Opasaimlikit, Suthep Po-ngam, Phichet Iamchaonaa, Note Chern-Yim|Thailand|30/7/2018|2008|TV-14|92 min|Comedies, Faith & Spirituality, International Movies
Movie|Holy Man 3|Note Chern-Yim|Krissada Sukosol, Natee Aekwijit, Yoakyake Chernyim, Der Doksadao, Note Chern-Yim, Kohtee Aramboy, Chaleumpol Tikumpornteerawong|Thailand|30/7/2018|2010|TV-14|102 min|Comedies, Faith & Spirituality, International Movies
Movie|The Unborn Child|Poj Arnon|Somchai Kemglad, Pitchanart Sakakorn, Chinaradi Anupongphichart, Arisara Thongborisut, Peerawit Boonark, Chudapha Chanthakhet, Ganthida Chaang|Thailand|30/7/2018|2011|TV-MA|93 min|Horror Movies, International Movies
Movie|Loco Love|Fernando Sariñana, José Luis Gutiérrez|Evan Deverian, Melany Bennet, Jordan T. Wilson, Adan Martín Rocha|Mexico|30/7/2017|2017|TV-MA|103 min|Dramas, Independent Movies, International Movies
TV Show|The Last Czars||Robert Jack, Susanna Herbert, Ben Cartwright, Oliver Dimsdale, Gavin Mitchell, Elsie Bennett, Bernice Stegers|United States|3/7/2019|2019|TV-MA|1 Season|Docuseries, TV Dramas
Movie|All the Boys Love Mandy Lane|Jonathan Levine|Anson Mount, Edwin Hodge, Michael Welch, Brooke Bloom, Amber Heard, Aaron Himelstein, Whitney Able, Luke Grimes, Melissa Price|United States|3/7/2018|2006|R|91 min|Horror Movies
Movie|Felipe Esparza: They're Not Going to Laugh at You|Scott L. Montoya|Felipe Esparza|United States|3/7/2018|2012|NR|58 min|Stand-Up Comedy
Movie|Joan Rivers: Don't Start with Me|Scott L. Montoya|Joan Rivers|United States|3/7/2018|2012|TV-MA|69 min|Stand-Up Comedy
Movie|Katt Williams: Kattpacalypse|Marcus Raboy|Katt Williams|United States|3/7/2018|2012|NR|61 min|Stand-Up Comedy
Movie|Mission of Honor|David Blair|Iwan Rheon, Milo Gibson, Stefanie Martini, Marcin Dorociński, Krystof Hádek, Christopher Jaciow|United Kingdom, Poland|29/7/2019|2019|TV-MA|107 min|Action & Adventure, Dramas
Movie|The Croods|Kirk De Micco, Chris Sanders|Nicolas Cage, Emma Stone, Ryan Reynolds, Catherine Keener, Cloris Leachman, Clark Duke, Chris Sanders, Randy Thom||29/7/2019|2013|PG|99 min|Children & Family Movies, Comedies
TV Show|Twelve Forever||Kelsy Abbott, Antony Del Rio, Jaylen Barron, Matt Berry, Bridget Everett, Brandon Wardell, Steve Agee, Spencer Rothbell, Nick Sumida, Ashley Boettcher, Wade Randolph|United States|29/7/2019|2019|TV-Y7|1 Season|Kids' TV
Movie|Her|Spike Jonze|Joaquin Phoenix, Scarlett Johansson, Amy Adams, Rooney Mara, Olivia Wilde, Chris Pratt, Matt Letscher, Portia Doubleday|United States|29/7/2018|2013|R|126 min|Dramas, Romantic Movies, Sci-Fi & Fantasy
Movie|Tallulah|Sian Heder|Ellen Page, Allison Janney, Tammy Blanchard, Evan Jonigkeit, Uzo Aduba, John Benjamin Hickey, David Zayas, Zachary Quinto, Fredric Lehne|United States|29/7/2016|2016|TV-MA|112 min|Dramas, Independent Movies
Movie|Da Kath & Kim Code|Ted Emery|Jane Turner, Gina Riley, Glenn Robbins, Peter Rowsthorn, Magda Szubanski|Australia|28/7/2018|2005|TV-14|82 min|Movies
Movie|Kath & Kimderella|Ted Emery|Jane Turner, Gina Riley, Magda Szubanski, Glenn Robbins, Peter Rowsthorn, Rob Sitch, Richard E. Grant, Barry Humphries, Erin Mullally, Jessica De Gouw|Australia|28/7/2018|2012|TV-14|86 min|Comedies
Movie|The Company Men|John Wells|Ben Affleck, Chris Cooper, Kevin Costner, Tommy Lee Jones, Maria Bello, Rosemarie DeWitt, Craig T. Nelson, John Doman, Tonye Patano, Cady Huffman|United States|28/7/2018|2010|R|105 min|Dramas, Independent Movies
Movie|The Flying Guillotine|Meng Hua Ho|Kuan Tai Chen, Feng Ku, Hung Wei, Wu Chi Liu, Yang Chiang|Hong Kong|28/7/2018|1975|TV-MA|101 min|Action & Adventure, Dramas, International Movies
Movie|The Mansion|Tony Datis|Nathalie Odzierejko, Marc Jarousseau, Ludovik Day, Yvick Letexier, Jérôme Niel, Vincent Tirel, Vanessa Guide, Delphine Baril, Baptiste Lorber, Lila Lacombe|France, Belgium|28/7/2018|2017|TV-MA|100 min|Comedies, Horror Movies, International Movies
TV Show|Daughters of Destiny|Vanessa Roth||United States|28/7/2017|2017|TV-PG|1 Season|Docuseries
Movie|Diana: 7 Days That Shook the World|Ben Ryder|James D'Arcy|United Kingdom|28/7/2017|2017|TV-PG|93 min|Documentaries
Movie|The Incredible Jessica James|Jim Strouse|Jessica Williams, Chris O'Dowd, Lakeith Stanfield, Noël Wells, Taliyah Whitaker, Zabryna Guevara, Sarah Jones, Will Stephen, Susan Heyward, Megan Ketch|United States|28/7/2017|2017|TV-MA|84 min|Comedies, Independent Movies, Romantic Movies
Movie|Coco y Raulito: Carrusel de ternura|Raúl Campos, Jan Suter|Coco Celis, Raúl Meneses|Mexico|27/7/2018|2018|TV-MA|57 min|Stand-Up Comedy
Movie|Extinction|Ben Young|Michael Peña, Lizzy Caplan, Israel Broussard, Mike Colter, Emma Booth, Lex Shrapnel, Erica Tremblay, Lilly Aspell|United States|27/7/2018|2018|TV-MA|95 min|Action & Adventure, Dramas, Sci-Fi & Fantasy
TV Show|Smoking||Ryo Ishibashi, Nobuaki Kaneko, Tomomi Maruyama, Kaito Yoshimura|Japan|27/7/2018|2018|TV-MA|1 Season|Crime TV Shows, International TV Shows, TV Action & Adventure
Movie|The Bleeding Edge|Kirby Dick||Australia, United States|27/7/2018|2018|TV-14|101 min|Documentaries
TV Show|Welcome to the Family||Melani Olivares, Ivan Massagué, Yolanda Ramos, Nao Albet, Georgina Amorós, Leïti Sène, Nonna Cardoner|Spain|27/7/2018|2018|TV-MA|1 Season|International TV Shows, TV Comedies, TV Dramas
Movie|1st Summoning|Raymond Wood|Hayley Lovitt, Teddy Cole, Brook Todd, Ace Harney, Jason Macdonald|United States|26/7/2019|2018|TV-MA|94 min|Horror Movies, Independent Movies
Movie|Boi|Jorge M. Fontana|Bernat Quintana, Adrian Pang, Andrew Lua, Rachel Lascar, Fina Rius, Miranda Gas|Spain|26/7/2019|2018|TV-MA|111 min|Dramas, Independent Movies, International Movies
Movie|Eerie|Mikhail Red|Bea Alonzo, Jake Cuenca, Maxene Magalona, Charo Santos, Mary Joy Apostol, Gabby Padilla, Gillian Vicencio|Philippines, Singapore|26/7/2019|2019|TV-14|100 min|Horror Movies, International Movies
TV Show|Fake or Fortune?||Fiona Bruce, Philip Mould, Bendor Grosvenor|United Kingdom|26/7/2019|2015|TV-G|1 Season|British TV Shows, Crime TV Shows, Docuseries
Movie|Girls With Balls|Olivier Afonso|Victor Artus Solaro, Manon Azem, Louise Blachère, Tiphaine Daviot, Margot Dufrene, Anne-Solenne Hatte, Camille Razat, Dany Verissimo-Petit, Denis Lavant, Aurélien Cotentin, Mathieu Madénian, Thomas Vandenberghe|France, Belgium|26/7/2019|2019|TV-MA|77 min|Comedies, Horror Movies, International Movies
Movie|Guy Martin: Last Flight of the Vulcan Bomber|James Woodroffe|Guy Martin, Kevin Stone, Shaun Dooley|United Kingdom|26/7/2019|2015|TV-G|57 min|Documentaries, International Movies
TV Show|Love Your Garden||Alan Titchmarsh, David Domoney, Frances Tophill, Katie Rushworth|United Kingdom|26/7/2019|2013|TV-G|1 Season|British TV Shows, International TV Shows, Reality TV
TV Show|Mary Portas: Secret Shopper||Mary Portas|United Kingdom|26/7/2019|2016|TV-14|1 Season|British TV Shows, International TV Shows, Reality TV
TV Show|Monty Don's French Gardens|Rachel Bell||United Kingdom|26/7/2019|2013|TV-G|1 Season|British TV Shows, Docuseries, International TV Shows
TV Show|Monty Don's Italian Gardens||Monty Don|United Kingdom|26/7/2019|2011|TV-G|1 Season|British TV Shows, Docuseries, International TV Shows
Movie|The Exception|David Leveaux|Lily James, Jai Courtney, Christopher Plummer, Janet McTeer, Ben Daniels, Eddie Marsan, Anton Lesser, Mark Dexter, Kris Cuppens|United Kingdom, United States|26/7/2019|2016|R|107 min|Dramas, Romantic Movies
Movie|The Son|Sebastián Schindel|Joaquín Furriel, Martina Gusmán, Luciano Cáceres, Heidi Toini, Regina Lamm|Argentina|26/7/2019|2019|TV-MA|93 min|Dramas, Independent Movies, International Movies
Movie|Amy|Asif Kapadia|Amy Winehouse, Lauren Gilbert|United Kingdom|26/7/2018|2015|R|128 min|Documentaries, International Movies, Music & Musicals
Movie|Barely Lethal|Kyle Newman|Hailee Steinfeld, Jessica Alba, Samuel L. Jackson, Sophie Turner, Dove Cameron, Toby Sebastian, Gabriel Basso, Thomas Mann, Rachael Harris, Dan Fogler, Steve-O, Rob Huebel, Finesse Mitchell, Jaime King|United States|26/7/2018|2015|PG-13|99 min|Action & Adventure, Comedies
Movie|Dark Places|Gilles Paquet-Brenner|Charlize Theron, Nicholas Hoult, Chloë Grace Moretz, Tye Sheridan, Sterling Jerins, Corey Stoll, Christina Hendricks, Drea de Matteo, Sean Bridgers, Andrea Roth|United States, United Kingdom, France|26/7/2018|2015|R|113 min|Dramas, International Movies, Thrillers
Movie|Ex Machina|Alex Garland|Domhnall Gleeson, Alicia Vikander, Oscar Isaac, Sonoya Mizuno, Claire Selby, Symara Templeman, Gana Bayarsaikhan, Tiffany Pisani, Corey Johnson, Evie Wray, Deborah Rosan|United Kingdom|26/7/2018|2015|R|108 min|Dramas, Independent Movies, International Movies
Movie|Man of Tai Chi|Keanu Reeves|Keanu Reeves, Tiger Chen, Karen Mok, Simon Yam, Qing Ye, Hai Yu, Sam Lee, Iko Uwais|United States, China, Hong Kong|26/7/2018|2013|R|105 min|Action & Adventure, Dramas
Movie|Mississippi Grind|Anna Boden, Ryan Fleck|Ryan Reynolds, Ben Mendelsohn, Sienna Miller, Analeigh Tipton, Alfre Woodard, James Toback, Robin Weigert|United States|26/7/2018|2015|R|109 min|Dramas, Independent Movies
Movie|Mojave|William Monahan|Garrett Hedlund, Oscar Isaac, Louise Bourgoin, Walton Goggins, Mark Wahlberg, Fran Kranz|United States|26/7/2018|2015|R|93 min|Dramas, Independent Movies, Thrillers
Movie|Pahuyut Fighting Beat|Piti Jaturaphat|Nattanun Jantarawetch, David Bueno, Peerawat Herabat, Andrew Koji, Nahatai Lekbumrung, Lex Luther, Tim Man, Micky Nowacki, Sura Sankum, Amornrit Sriphung|Thailand|26/7/2018|2007|TV-14|82 min|Action & Adventure, International Movies
Movie|Remember|Atom Egoyan|Christopher Plummer, Bruno Ganz, Jürgen Prochnow, Heinz Lieven, Henry Czerny, Dean Norris, Martin Landau|Canada, Mexico, Germany, South Africa|26/7/2018|2015|R|95 min|Action & Adventure, Dramas
Movie|Slow West|John Maclean|Kodi Smit-McPhee, Michael Fassbender, Ben Mendelsohn, Caren Pistorius, Rory McCann, Andrew Robertt, Edwin Wright, Kalani Queypo|United Kingdom, New Zealand|26/7/2018|2015|R|84 min|Action & Adventure, Dramas, International Movies
Movie|The End of the Tour|James Ponsoldt|Jason Segel, Jesse Eisenberg, Becky Ann Baker, Anna Chlumsky, Joan Cusack, Mamie Gummer, Ron Livingston, Mickey Sumner|United States|26/7/2018|2015|R|106 min|Dramas, Independent Movies
TV Show|Another Life||Katee Sackhoff, Justin Chatwin, Samuel Anderson, Blu Hunt, AJ Rivera, Jake Abel, Alex Ozerov, Alexander Eling, Lina Renna, Selma Blair|United States|25/7/2019|2019|TV-MA|1 Season|TV Action & Adventure, TV Dramas, TV Mysteries
Movie|Bang Rajan 2|Tanit Jitnukul|Puri Hiranyapluek, Paradorn Srichaphan, Chatchai Plengpanich|Thailand|25/7/2018|2010|TV-MA|122 min|Action & Adventure, International Movies
Movie|My True Friend|Atsajun Sattakovit|Mario Maurer, Natcha Juntapan, Monchanok Saengchaipiangpen, Nawapaiboon Wuthinanon, Kamolned Ruengsri, Sirapop Daongern, Rakchawan Maroukasonti, Poom Rungsrithananon, Patsomtat Sudprasert, Ranee Campen|Thailand|25/7/2018|2012|TV-MA|108 min|Action & Adventure, Dramas, International Movies
Movie|Oh My Ghost|Poj Arnon|Kohtee Aramboy, Sudarat Butrprom, Yingsak Chonglertjetsadawong, Channarong Khuntee-tao, Jaturong Mokjok, Waraphat Phatsathit, Apinya Sakuljaroensuk, Wiradit Srimalai, Ekkachai Srivichai|Thailand|25/7/2018|2009|TV-14|94 min|Comedies, Horror Movies, International Movies
Movie|Oh My Ghost 2|Poj Arnon|Kohtee Aramboy, Yingsak Chonglertjetsadawong, Jaturong Mokjok, Apaporn Nakornsawan, Pharanyu Rojanawuthitham, Wiradit Srimalai, Ekkachai Srivichai, Chaiwat Thongsaeng, Kachapa Toncharoen|Thailand|25/7/2018|2011|TV-MA|103 min|Comedies, Horror Movies, International Movies
Movie|Oh My Ghost 4|Poj Arnon|||25/7/2018|2015|TV-MA|106 min|Comedies, Horror Movies, International Movies
Movie|Parmanu: The Story of Pokhran|Abhishek Sharma|John Abraham, Boman Irani, Diana Penty, Anuja Sathe, Yogendra Tikku, Aditya Hitkari, Vikas Kumar, Ajay Shankar, Darshan Pandya, Mark Benington|India|25/7/2018|2018|TV-14|124 min|Dramas, International Movies
Movie|The Holy Man|Note Chern-Yim|Pongsak Pongsuwan, Note Chern-Yim, Sarawut Phumthong, Savika Chaiyadej, Somlek Sakdikul, Petchtai Wongkamlao|Thailand|25/7/2018|2005|TV-14|92 min|Comedies, Faith & Spirituality, International Movies
Movie|Train of the Dead|Sukum Maetawanitch|Kett Thantup, Savika Chaiyadej, Sura Theerakon, Chaleumpol Tikumpornteerawong, Yarichada Wattanawongsri, Phoomjai Tangsanga, Warot Pitakanonda, Saowaluck Siriaran|Thailand|25/7/2018|2007|NR|88 min|Horror Movies, International Movies
Movie|Waterschool|Tiffanie Hsu||United States, Brazil, India, Uganda, China|25/7/2018|2018|PG|68 min|Documentaries
Movie|Joe Mande’s Award-Winning Comedy Special|Daniel Gray Longino|Joe Mande|United States|25/7/2017|2017|TV-MA|67 min|Stand-Up Comedy
Movie|Lizzie Borden Took an Ax|Nick Gomez|Christina Ricci, Clea DuVall, Gregg Henry, Stephen McHattie, Shawn Doyle, Sara Botsford, Hannah Emily Anderson, Andrea Runge, Billy Campbell, Jennifer Kydd, Kirstin Howell, John Maclaren|United States|25/7/2016|2014|TV-14|87 min|Thrillers
Movie|The Great Hack|Karim Amer, Jehane Noujaim||United States|24/7/2019|2019|TV-MA|114 min|Documentaries
Movie|Iliza Shlesinger: Elder Millennial|Steve Paley|Iliza Shlesinger|United States|24/7/2018|2018|TV-MA|72 min|Stand-Up Comedy
Movie|The Warning|Daniel Calparsoro|Raúl Arévalo, Aura Garrido, Hugo Arbues, Belén Cuesta, Antonio Dechent, Aitor Luna, Sergio Mur|Spain|24/7/2018|2018|TV-MA|93 min|International Movies, Thrillers
Movie|Tusk|Kevin Smith|Michael Parks, Justin Long, Haley Joel Osment, Genesis Rodriguez, Johnny Depp, Harley Morenstein, Ralph Garman, Jennifer Schwalbach|United States|24/7/2018|2014|R|102 min|Horror Movies
Movie|I Called Him Morgan|Kasper Collin||Sweden, United States|24/7/2017|2016|TV-14|91 min|Documentaries, Music & Musicals
Movie|Victor|Brandon Dickerson|Patrick Davis, Lisa Vidal, Josh Pence, José Zúñiga, Haley Ramm, Matt Angel, J. Michael Trautmann, Lobo Sebastian|United States|24/7/2017|2015|PG-13|110 min|Dramas
TV Show|Eurovision Song Contest||Bar Refaeli, Erez Tal, Assi Azar, Lucy Ayoub||23/7/2019|2019|TV-PG|1 Season|International TV Shows
Movie|The Competition|Harvey Lowry|Thora Birch, Chris Klein, Claire Coffee, David Blue, Kelsey Tucker, Michael Draper, Jason Tobias, Gabrielle Stone, Catherine Johnson, Tiffany Fallon|United States|23/7/2019|2018|TV-14|103 min|Comedies, Romantic Movies
Movie|The Devil and Father Amorth|William Friedkin||Italy, United States|23/7/2018|2017|TV-14|69 min|Documentaries, Horror Movies
Movie|Inglourious Basterds|Quentin Tarantino|Brad Pitt, Mélanie Laurent, Christoph Waltz, Eli Roth, Michael Fassbender, Diane Kruger, Daniel Brühl, Til Schweiger, Gedeon Burkhard, Jacky Ido, B.J. Novak, Sylvester Groth, Martin Wuttke|Germany, United States|22/7/2019|2009|R|153 min|Action & Adventure
TV Show|My Hotter Half||Melvin Odoom|United Kingdom|22/7/2019|2017|TV-14|1 Season|British TV Shows, International TV Shows, Reality TV
TV Show|Storage Wars: Northern Treasures||Ursula Stolf, Paul Kenny, Bogart Kenny, Roy Dirnbeck, Don Reinhart, Rick Coffill, Cindy Hayden|United States|22/7/2019|2015|TV-MA|1 Season|International TV Shows, Reality TV
Movie|Unfinished Song|Paul Andrew Williams|Terence Stamp, Gemma Arterton, Christopher Eccleston, Vanessa Redgrave, Anne Reid, Elizabeth Counsell, Ram John Holder, Bill Thomas, Orla Hill|United Kingdom, Germany|22/7/2019|2012|PG-13|94 min|Comedies, Dramas, Independent Movies
Movie|A Most Violent Year|J.C. Chandor|Oscar Isaac, Jessica Chastain, David Oyelowo, Albert Brooks, Elyes Gabel, Catalina Sandino Moreno, Christopher Abbott, Peter Gerety, Alessandro Nivola|United Arab Emirates, United States|22/7/2018|2014|R|125 min|Dramas, Thrillers
Movie|Bolt|Byron Howard, Chris Williams|John Travolta, Miley Cyrus, Susie Essman, Mark Walton, Malcolm McDowell, James Lipton, Greg Germann, Diedrich Bader, Nick Swardson, J.P. Manoux, Dan Fogelman, Kari Wahlgren, Chloë Grace Moretz, Randy Savage, Ronn Moss, John DiMaggio, Daran Norris, Jeff Bennett, Brian Stepanek, Todd Cummings|United States|22/7/2018|2008|PG|99 min|Children & Family Movies, Comedies
Movie|Bewafaa|Dharmesh Darshan|Anil Kapoor, Akshay Kumar, Kareena Kapoor, Sushmita Sen, Shamita Shetty, Manoj Bajpayee, Kabir Bedi, Nafisa Ali, Supriya Pathak, Raj Premi, Supriya Karnik|India|21/7/2019|2005|TV-PG|149 min|Dramas, International Movies, Romantic Movies
Movie|Connected|Benny Chan|Louis Koo, Barbie Hsu, Nick Cheung, Liu Ye, Louis Fan, Eddie Cheung, Flora Chan, Gong Beibi|China, Hong Kong|21/7/2019|2008|TV-MA|111 min|Action & Adventure, International Movies
Movie|D.L. Hughley: Contrarian|Jay Chapman|D.L. Hughley|United States|21/7/2019|2018|TV-MA|58 min|Stand-Up Comedy
